Категория;Подкатегория;Имя RU;Имя EN;Имя TW;Имя CN;Имя KR;Имя JP;Имя PT;Имя TH;Имя FR;Имя DE;Имя SP
Украшения;Maraketh;Бамбуковый пол;Bamboo Floor;裝飾物：竹板;竹子地板;대나무 바닥;竹の床;Chão de Bambu;Bamboo Floor;Sol en bambou;Bambusboden;Suelo de bambú
Украшения;Maraketh;Коврик маракетов;Maraketh Rug;裝飾物：馬拉克斯地毯;马拉克斯地毯;마라케스 깔개;マラケスのラグ;Tapete Maraketh;Maraketh Rug;Tapis maraketh;Maraketh-Teppich;Alfombra maraketh
Украшения;Maraketh;Подушка маракетов;Maraketh Cushion;裝飾物：馬拉克斯坐墊;马拉克斯软垫;마라케스 방석;マラケスの座布団;Travesseiro Maraketh;Maraketh Cushion;Coussin maraketh;Maraketh-Kissen;Almohadón maraketh
Украшения;Maraketh;Знак маракетов;Maraketh Banner;裝飾物：馬拉克斯旗幟;马拉克斯旗帜;마라케스 깃발;マラケスのバナー;Baner Maraketh;Maraketh Banner;Étendard maraketh;Maraketh-Banner;Estandarte maraketh
Украшения;Maraketh;Мангал маракетов;Maraketh Brazier;裝飾物：馬拉克斯火盆;马拉克斯火盆;마라케스 화로;マラケスの火鉢;Braseiro Maraketh;Maraketh Brazier;Brasero maraketh;Maraketh-Feuerschale;Brasero maraketh
Украшения;Maraketh;Статуя Рекса;Rhex Statue;裝飾物：巨喙鳥雕像;幼鸟雕像;렉스 조각상;ルヘックスの像;Estátua do Rei;Rhex Statue;Statue de rhex;Rhex-Statue;Estatua de rhex
Украшения;Maraketh;Клен;Maple Tree;裝飾物：楓樹;枫树;단풍나무;カエデの木;Bordo;Maple Tree;Érable;Ahornbaum;Arce
Украшения;Maraketh;Святыня Тасуни;Tasuni's Shrine;裝飾物：達蘇尼神殿;达苏尼的神殿;타수니의 성소;タスーニの祠;Alar de Tasuni;Tasuni's Shrine;Autel de Tasuni;Tasunis Schrein;Santuario de Tasuni
Украшения;Maraketh;Храмовый стол;Shrine Table;裝飾物：神桌;神殿桌台;성소 탁자;お供え机;Altar;Shrine Table;Table du sanctuaire;Schreintisch;Mesa de Santuario
Украшения;Maraketh;Трон Оюн;Oyun's Throne;裝飾物：歐優恩王座;欧优恩的王座;오연의 왕좌;オユンの玉座;Trono de Oyun;Oyun's Throne;Trône d'Oyun;Oyuns Thron;Trono de Oyun
Украшения;Maraketh;Гонг маракетов;Maraketh Gong;裝飾物：馬拉克斯響鑼;马拉克斯响锣;마라케스 징;マラケスの銅鑼;Gongo Maraketh;Maraketh Gong;Gong maraketh;Maraketh-Gong;Gong maraketh
Украшения;Maraketh;Стол маракетов;Maraketh Table;裝飾物：馬拉克長桌;马拉克斯桌子;마라케스 탁자;マラケスの机;Mesa Maraketh;Maraketh Table;Table maraketh;Maraketh-Tisch;Mesa maraketh
Украшения;Maraketh;Украшенный бар;Ornate Bar;裝飾物：華麗吧檯;华丽木梁;화려한 바;豪華なバー;Barra Ornamentada;Ornate Bar;Comptoir orné;Ornate Bar;Barra ornamentada
Украшения;Maraketh;Украшенное настенное полотно;Ornate Wall Hanging;裝飾物：華麗壁掛;华丽墙幔;화려한 벽 장식품;豪華な壁掛け;Poster de Parede Ornamentado;Ornate Wall Hanging;Décoration murale ornée;Verzierter Wandteppich;Decoración de pared ornamentada
Украшения;Maraketh;Стойка лотоса для террасы;Lotus Terrace Stand;裝飾物：蓮花露臺;莲花地台;연꽃 테라스 걸이;テラスの蓮置き台;Suporte Terraço de Lótus;Lotus Terrace Stand;Terrasse lotus;Lotus-Terrassenstand;Terraza de loto
Украшения;Maraketh;Скамья лотоса;Lotus Bench;裝飾物：蓮花長凳;莲花长凳;연꽃 긴 의자;蓮のベンチ;Banco de Lótus;Lotus Bench;Banc lotus;Lotus-Bank;Banco de loto
Украшения;Maraketh;Летающий песок;Falling Sand;落沙;飞落黄沙;떨어지는 모래;落ちる砂;Areia Cadente;Falling Sand;Sable tombant;Fallender Sand;Arena en caída
Украшения;Maraketh;Маракетский сундук;Maraketh Chest;馬拉克斯保險箱;马拉克斯宝箱;마라케스 상자;マラケスのチェスト;Baú Maraketiano;Maraketh Chest;Coffre maraketh;Maraketh-Truhe;Cofre maraketh
Украшения;Maraketh;Маракетская колонна;Maraketh Pillar;馬拉克斯柱子;马拉克斯立柱;마라케스 기둥;マラケスの柱;Pilar Maraketiano;Maraketh Pillar;Pillier maraketh;Maraketh-Säule;Pilar maraketh
Украшения;Maraketh;Маракетская курительница;Maraketh Incense Burner;馬拉克斯香爐;马拉克斯香炉;마라케스 향로;マラケスの香炉;Incensário Maraketiano;Maraketh Incense Burner;Brûleur d'encens maraketh;Maraketh-Räuchergefäß;Quemador de incienso maraketh
Украшения;Maraketh;Статуя богини;Goddess Statue;裝飾物：女神雕像;女神雕像;여신 석상;女神の像;Estátua da Deusa;Goddess Statue;Statue de déesse;Göttinnenstatue;Estatua de diosa
Украшения;Maraketh;Маракетский страж;Maraketh Guard;馬拉克斯守衛;马拉克斯护卫;마라케스 수호병;マラケスの衛兵;Guarda Maraketiano;Maraketh Guard;Garde maraketh;Maraketh-Wächter;Guardia maraketh
Украшения;Maraketh;Маракетский роа;Maraketh Rhoa;馬拉克斯恐喙鳥;马拉克斯恐喙鸟;마라케스 로아;マラケスのロア;Rhoa Maraketiana;Maraketh Rhoa;Rhoa maraketh;Maraketh-Rhoa;Rhoa maraketh
Украшения;Maraketh;Маракетская баллиста;Maraketh Ballista;馬拉克斯砲塔;马拉克斯弩炮;마라케스 쇠뇌;マラケスのバリスタ;Balista Maraketiana;Maraketh Ballista;Baliste maraketh;Maraketh-Balliste;Balista maraketh
Украшения;Maraketh;Маракетская баррикада;Maraketh Barricade;馬拉克斯路障;马拉克斯路障;마라케스 방벽;マラケスのバリケード;Barricada Maraketiana;Maraketh Barricade;Barricade maraketh;Maraketh-Barrikade;Barricada maraketh
Украшения;Maraketh;Маракетский шатёр;Maraketh Pavilion;馬拉克斯亭樓;马拉克斯帐篷;마라케스 별채;マラケスのパビリオン;Pavilhão Maraketiano;Maraketh Pavilion;Pavillon maraketh;Maraketh-Pavillon;Pabellón maraketh
Украшения;Maraketh;Маракетский шпиль;Maraketh Spire;馬拉克斯尖塔;马拉克斯尖塔;마라케스 첨탑;マラケスの尖塔;Espiral Maraketiana;Maraketh Spire;Cime maraketh;Maraketh-Spitze;Torre maraketh
Украшения;Maraketh;Маракетские обломки;Maraketh Rubble;馬拉克斯瓦礫;马拉克斯碎石;마라케스 돌덩이;マラケスの瓦礫;Entulho Maraketiano;Maraketh Rubble;Gravats maraketh;Maraketh-Trümmer;Escombros maraketh
Украшения;Maraketh;Маракетские сокровища;Maraketh Treasure;馬拉克斯寶藏;马拉克斯宝藏;마라케스 보물;マラケスの財宝;Tesouro Maraketiano;Maraketh Treasure;Trésor maraketh;Maraketh-Schatz;Tesoro maraketh
Украшения;Maraketh;Маракетское украшение;Maraketh Decor;馬拉克斯裝飾;马拉克斯装饰;마라케스 장식;マラケスの装飾;Decoração Maraketiana;Maraketh Decor;Décoration maraketh;Maraketh-Dekor;Decoración maraketh
Украшения;Maraketh;Маракетский самовар;Maraketh Fire Pot;馬拉克斯火罐;禁域纹章;성역 메달리온;マラケスの火鍋;Pote de Fogo Maraketiano;Maraketh Fire Pot;Pot de feu maraketh;Sanktum-Medallion;Olla de fuego
Украшения;Maraketh;Медальон святилища;Sanctum Medallion;聖殿獎章;禁域立柱;성역 기둥;サンクタムのメダリオン;Medalhão do Sanctum;Sanctum Medallion;Médaillon du sanctuaire;Sanktum-Pfeiler;Medallón de santuario
Украшения;Maraketh;Колонны святилища;Sanctum Pillars;聖殿之柱;禁域墙壁;성역 금고;サンクタムの柱;Pilares do Sanctum;Sanctum Pillars;Piliers du sanctuaire;Sanktum-Wände;Pilares de santuario
Украшения;Maraketh;Стены святилища;Sanctum Walls;聖殿之牆;禁域宝藏;성역 보물;サンクタムの壁;Paredes do Sanctum;Sanctum Walls;Murs du sanctuaire;Sanktum-Schatz;Muros de santuario
Украшения;Maraketh;Сокровища святилища;Sanctum Treasure;聖殿寶藏;禁域鬼灵;성역 도깨비불;サンクタムの財宝;Tesouro do Sanctum;Sanctum Treasure;Trésor du sanctuaire;Sanktum-Irrlicht;Tesoro de santuario
Украшения;Maraketh;Огонёк святилища;Sanctum Wisp;聖殿幽火;禁域悬空陷阱;성역 매다는 덫;サンクタムのウィスプ;Lúmen do Sanctum;Sanctum Wisp;Flammerole du sanctuaire;Sanktum-Springfalle;Fuego fatuo de santuario
Украшения;Maraketh;Пружинная ловушка святилища;Sanctum Suspension Trap;聖殿懸浮陷阱;禁域陷阱;성역 덫;サンクタムの懸架罠;Armadilha Suspensa do Sanctum;Sanctum Suspension Trap;Piège de suspension du sanctuaire;Sanktum-Falle;Trampa de suspensión de santuario
Украшения;Maraketh;Ловушка святилища;Sanctum Trap;聖殿陷阱;;;サンクタムの罠;Armadilha do Sanctum;Sanctum Trap;Piège du sanctuaire;;Trampa de santuario
Украшения;Oriath;Опора из Ориата;Oriath Standard Bearer;裝飾物：奧瑞亞的重擔;装饰物:奥瑞亚的搬运工;오리아스 깃발 받침대;オリアスのシンボル;Portador do Estandarte de Oriath;Oriath Standard Bearer;Porte-étendard d'Oriath;Oriath-Standartenträger;Portador de Estandarte de Oriath
Украшения;Oriath;Житель Ориата;Oriath Citizen;裝飾物：奧瑞亞的居民;装饰物：奥瑞亚居民;오리아스 시민;オリアス市民;Cidadão de Oriath;พลเมือง Oriath;Citoyen d'Oriath;Bürger von Oriath;Ciudadano de Oriath
Украшения;Oriath;Труп жителя Ориата;Oriath Citizen Corpse;裝飾物：奧瑞亞人的遺體;装饰物：破碎家具;오리아스 시민 시신;オリアス市民の死体;Corpo de um Cidadão de Oriath;ศพพลเมือง Oriath;Cadavre de citoyen d'Oriath;Leiche eines Oriathers;Cadáver de Ciudadano de Oriath
Украшения;Oriath;Символ Греха;Sin Symbol;裝飾物：罪孽徵兆;装饰物：罪之印记;씬의 상징;シンのシンボル;Símbolo do Pecado;สัญลักษณ์ Sin;Symbole de Péché;Sin-Symbol;Símbolo de Pecado
Украшения;Oriath;Витраж Греха;Sin Cathedral;裝飾物：罪殿堂;装饰物：罪的教堂窗画;씬 대성당;シンの大聖堂;Catedral do Pecado;วิหาร Sin;Cathédrale de Péché;Sin-Kathedralenfenster;Catedral de Pecado
Украшения;Oriath;Символ Невинности;Innocence Symbol;裝飾物：善良徵兆;装饰物：纯净之印记;이노센스의 상징;イノセンスのシンボル;Símbolo da Inocência;สัญลักษณ์ Innocence;Symbole d'Innocence;Innocence-Symbol;Símbolo de Inocencia
Украшения;Oriath;Витраж Невинности;Innocence Cathedral;裝飾物：善殿堂;装饰物：纯净之神教堂窗画;이노센스 대성당;イノセンスの大聖堂;Catedral da Inocência;วิหาร Innocence;Cathédrale d'Innocence;Innocence-Kathedralenfenster;Catedral de Inocencia
Украшения;Oriath;Светлая роспись;Light Mural Tile;裝飾物：光明壁磚;浅色壁砖;빛의 벽화 타일;光の壁画タイル;Mural Ladrilhado Iluminado;จิตรกรรมกระเบื้องสว่าง;Carrelage pur;Helle Fliesenmalerei;Azulejo para mural Claro
Украшения;Oriath;Тёмная роспись;Dark Mural Tile;裝飾物：黑暗壁磚;深色壁砖;어둠의 벽화 타일;闇の壁画タイル;Mural Ladrilhado Sombrio;จิตรกรรมกระเบื้องมืด;Carrelage profané;Dunkle Fliesenmalerei;Azulejo para mural Oscuro
Украшения;Oriath;Светлая статуя Ориата;Light Oriath Statue;裝飾物：光明奧瑞亞雕像;浅色奥瑞亚雕像;빛의 오리아스 석상;光のオリアス像;Estátua Iluminada de Oriath;รูปปั้นสว่าง Oriath;Statue d'Oriath pure;Helle Oriath-Statue;Estatua de Oriath clara
Украшения;Oriath;Тёмная статуя Ориата;Dark Oriath Statue;裝飾物：黑暗奧瑞亞雕像;深色奥瑞亚雕像;어둠의 오리아스 석상;闇のオリアス像;Estátua Sombria de Oriath;รูปปั้นมืด Oriath;Statue d'Oriath profanée;Dunkle Oriath-Statue;Estatua de Oriath oscura
Украшения;Oriath;Стена Ориата;Oriath Wall;裝飾物：奧瑞亞圍牆;奥瑞亚墙壁;오리아스 벽;オリアスの壁;Parede de Oriath;กำแพง Oriath;Mur d'Oriath;Oriath-Mauer;Pared de Oriath
Украшения;Oriath;Забор Ориата;Oriath Fence;裝飾物：奧瑞亞鐵欄;奥瑞亚铁栅;오리아스 우리;オリアスのフェンス;Cerca de Oriath;รั้ว Oriath;Clôture d'Oriath;Oriath-Zaun;Cerca de Oriath
Украшения;Oriath;Обледеневшее дерево;Frozen Tree;裝飾物：冰凍之樹;冻结的树;얼어붙은 나무;凍った木;Árvore Congelada;Frozen Tree;Arbre gelé;Gefrorener Baum;Árbol congelado
Украшения;Oriath;Зелёное дерево;Verdant Tree;裝飾物：翠綠之樹;青翠的树;신록의 나무;青々とした木;Árvore Verdejante;Verdant Tree;Arbre verdoyant;Grüner Baum;Árbol frondoso
Украшения;Oriath;Ориатская статуя;Oriath Statue;裝飾物：奧瑞亞雕像;奥瑞亚雕像;오리아스 석상;オリアスの像;Estátua de Oriath;Oriath Statue;Statue d'Oriath;Oriath-Statue;Estatua de Oriath
Украшения;Oriath;Сломанная преграда;Broken Barricade;裝飾物：破損柵欄;破碎木栅;부서진 방벽;壊れたバリケード;Barricada Quebrada;Broken Barricade;Barricade fracturée;Kaputte Barrikade;Barricada Rota
Украшения;Oriath;Сломанный столб;Broken Pole;裝飾物：斷桿;破碎柱杆;부서진 기둥;壊れた柱;Mastro Quebrado;Broken Pole;Poteau brisé;Kaputter Pfosten;Poste roto
Украшения;Oriath;Ветхий ящик;Ramshackle Crate;裝飾物：搖搖欲墜的木箱;摇摇欲坠的箱子;무너질 듯한 나무상자;ぼろぼろの木箱;Caixa em Ruínas;Ramshackle Crate;Caisse en piteux état;Marode Kiste;Caja harapienta
Украшения;Oriath;Ветхая стена;Ramshackle Wall;裝飾物：搖搖欲墜的牆;摇摇欲坠的墙体;무너질 듯한 벽;ぼろぼろの壁;Parede em Ruínas;Ramshackle Wall;Mur en piteux état;Marode Mauer;Muro ruinoso
Украшения;Oriath;Арочные ворота;Arched Gateway;裝飾物：拱型入口;弧形玄关;아치형 입구;アーチ型の門;Portão Arqueado;Arched Gateway;Arche;Bogenförmiges Tor;Pasarela arqueada
Украшения;Oriath;Строительные припасы;Building Supplies;裝飾物：建築器材;建筑供给;건설 자원;建築資材;Suprimentos de Construção;Building Supplies;Fournitures de construction;Baumaterial;Suministros de Construcción
Украшения;Oriath;Ориатские бочки;Oriath Barrels;裝飾物：奧瑞亞木桶;奥瑞亚木桶;오리아스 통;オリアスの樽;Barrís de Oriath;Oriath Barrels;Tonneaux d'Oriath;Oriath-Fässer;Barriles de Oriath
Украшения;Oriath;Ориатская жаровня;Oriath Brazier;裝飾物：奧瑞亞火盆;奥瑞亚火盆;오리아스 화로;オリアスの火鉢;Brazeiro de Oriath;Oriath Brazier;Brasero d'Oriath;Oriath-Feuerschale;Brasero de Oriath
Украшения;Oriath;Пост Ориатской охраны;Oriath Guard Shed;裝飾物：奧瑞亞守衛棚;奥瑞亚安保室;오리아스 수호병 초소;オリアスの護衛小屋;Galpão da Guarda de Oriath;Oriath Guard Shed;Guérite d'Oriath;Oriath-Wachschuppen;Cobertizo de la Guardia de Oriath
Украшения;Oriath;Ориатская лестница;Oriath Ladder;裝飾物：奧瑞亞梯子;奥瑞亚阶梯;오리아스 사다리;オリアスの梯子;Escada de Oriath;Oriath Ladder;Échelle d'Oriath;Oriath-Leiter;Escalera de Oriath
Украшения;Oriath;Ориатский фонарь;Oriath Lantern;裝飾物：奧瑞亞燈籠;奥瑞亚灯笼;오리아스 등불;オリアスの灯篭;Lanterna de Oriath;Oriath Lantern;Lanterne d'Oriath;Oriath-Laterne;Farol de Oriath
Украшения;Oriath;Ориатские завалы;Oriath Rubble;裝飾物：奧瑞亞磚瓦;奥瑞亚粗石;오리아스 돌덩이;オリアスの瓦礫;Destroços de Oriath;Oriath Rubble;Décombres d'Oriath;Oriath-Trümmer;Escombros de Oriath
Украшения;Oriath;Ориатские строительные леса;Oriath Scaffolding;裝飾物：奧瑞亞鷹架;奥瑞亚脚手架;오리아스 발판;オリアスの足場;Andaimes de Oriath;Oriath Scaffolding;Échaffaudage d'Oriath;Oriath-Gerüst;Andamio de Oriath
Украшения;Oriath;Жреческая преграда;Templar Barricade;裝飾物：教堂的圍欄;圣堂木栅;템플러 방벽;テンプラーのバリケード;Barricada Templária;Templar Barricade;Barricade des Templiers;Templer-Barrikade;Barricada de Templario
Украшения;Oriath;Труп жреца;Templar Corpse;裝飾物：教堂的屍體;大块木板;템플러 시신;テンプラーの死体;Cadáver Templário;Templar Corpse;Cadavre de Templier;Templer-Leichnam;Cadáver de Templario
Украшения;Oriath;Плетёная корзина;Wicker Basket;裝飾物：柳製籃;柳条筐;고리버들 바구니;小枝のバスケット;Cesta de Vime;Wicker Basket;Panier en osier;Weidenkorb;Cesta de Mimbre
Украшения;Oriath;Куча обугленной древесины;Charred Wood Pile;裝飾物：焦灼木堆;烧焦的木堆;까맣게 탄 나무 더미;焼け焦げた木の山;Pilha de Madeira Carbonizada;Charred Wood Pile;Tas de bois calciné;Verkohlter Holzstapel;Montón de Madera Carbonizada
Украшения;Oriath;Памятник узникам;Prisoners' Monument;裝飾物：囚犯紀念碑;囚徒的纪念碑;죄수의 기념물;囚人の記念碑;Monumento do Prisioneiro;Prisoners' Monument;Monument du prisonnier;Gefangenen-Denkmal;Monumento del Prisionero
Украшения;Oriath;Фонтан с площади Ориата;Oriath Square Fountain;裝飾物：奧瑞亞廣場噴泉;奥瑞亚广场喷泉;오리아스 광장 분수;オリアス広場の噴水;Fonte da Praça de Oriath;Oriath Square Fountain;Fontaine de la Place d'Oriath;Oriath-Stadtplatzbrunnen;Fuente de la Plaza de Oriath
Украшения;Oriath;Бордюрный камень Ориата;Oriath Curb;裝飾物：奧瑞亞砌磚;奥瑞亚拴马桩;오리아스 연석;オリアスの縁石;Calçada de Oriath;Oriath Curb;Chaussée oriathéenne;Oriath-Bordstein;Acera de Oriath
Украшения;Oriath;Триумфальный фонтан;Triumph Fountain;裝飾物：勝利噴泉;凯旋喷泉;승리의 분수;勝利の噴水;Fonte do Triunfo;Triumph Fountain;Fontaine du triomphe;Triumphbrunnen;Fuente de Triunfo
Украшения;Oriath;Земля Ориата;Oriath Ground;裝飾物：奧瑞亞陣地;奥瑞亚广场;오리아스 지면;オリアスの床;Chão de Oriath;Oriath Ground;Sol oriathéen;Oriath-Fußboden;Suelo de Oriath
Украшения;Oriath;Дверной проём Ориата;Oriath Doorway;裝飾物：奧瑞亞門道;奥瑞亚门廊;오리아스 출입문;オリアスの戸口;Entrada de Oriath;Oriath Doorway;Embrasure oriathéenne;Oriath-Eingangstor;Puerta de Oriath
Украшения;Oriath;Ориатский ребенок;Oriathan Child;裝飾物：奧瑞亞小P孩;奥瑞亚孩子;오리아스 아이;オリアス人の子ども;Criança Oriathiana;Oriathan Child;Enfant oriathéen;Oriather Kind;Niña de Oriath
Украшения;Oriath;Преграда Ориата;Oriath Barrier;裝飾物：奧瑞亞路障;奥瑞亚屏障;오리아스 방어막;オリアスの障壁;Barreira de Oriath;Oriath Barrier;Barrière d'Oriath;Oriath-Absperrung;Barrera de Oriath
Украшения;Oriath;Набор для бассейна;Pool Kit;裝飾物：水池套組;水池组件;웅덩이 키트;プールセット;Kit Piscina;Pool Kit;Éléments de bassin;Wasserbecken-Set;Kit de charco
Украшения;Oriath;Деревянный пол;Wood Ground;裝飾物：森林地板;林地;나무 바닥;木の床;Solo de Madeira;Wood Ground;Sol en bois;Hölzerner Boden;Suelo de madera
Украшения;Oriath;Печать Ориата;Oriath Sigil Decoration;裝飾物：奧瑞亞輝印;装饰物：奥瑞亚法印;오리아스 부적 장식물;オリアスの紋章の装飾;Decoração Emblema de Oriath;ของตกแต่ง ตราสัญลักษณ์ Oriath;Sceau d'Oriath;Oriath-Sigille;Decoración de Símbolo de Oriath
Украшения;Oriath;Детали фонтана;Fountain Objects;裝飾物：噴泉;装饰物：喷泉;분수 물품;噴水の装飾;Objetos de Fonte;วัตถุ Fountain;Objets de fontaine;Brunnenobjekte;Objetos de fuente
Украшения;Oriath;Сумеречное дерево в кадке;Twilight Potted Tree;暮光盆栽樹;暮光盆栽树木;황혼 화분에 심은 나무;黄昏の鉢植えの木;Árvore no Vaso do Crepúsculo;Twilight Potted Tree;Arbre en pot du crépuscule;Zwielicht-Topfbaum;Árbol en maceta del Crepúsculo
Украшения;Oriath;Сумеречное растение в кадке;Twilight Potted Plant;暮光盆栽植物;暮光盆栽植物;황혼 화분에 심은 식물;黄昏の鉢植えの植物;Planta em Vaso do Crepúsculo;Twilight Potted Plant;Plante en pot du crépuscule;Zwielicht-Topfpflanze;Planta en maceta del Crepúsculo
Украшения;Oriath;Сумеречный куст;Twilight Planter;暮光植栽;暮光花盆;황혼 화분;黄昏のプランター;Cultivador do Crepúsculo;Twilight Planter;Jardinière du crépuscule;Zwielicht-Pflanzgefäß;Maceta del Crepúsculo
Украшения;Oriath;Сумеречное дерево;Twilight Tree;暮光之樹;暮光树木;황혼 나무;黄昏の木;Árvore do Crepúsculo;Twilight Tree;Arbre du crépuscule;Zwielicht-Baum;Árbol del Crepúsculo
Украшения;Oriath;Сумеречный прилавок;Twilight Market Stall;暮光攤販;暮光集市摊位;황혼 좌판;黄昏の屋台;Barraca de Mercado do Crepúsculo;Twilight Market Stall;Étal de marché du crépuscule;Zwielicht-Marktstand;Caseta de mercado del Crepúsculo
Украшения;Oriath;Сумеречный телескоп;Twilight Telescope;暮光望遠鏡;暮光望远镜;황혼 망원경;黄昏の望遠鏡;Telescópio do Crepúsculo;Twilight Telescope;Télescope du crépuscule;Zwielicht-Teleskop;Telescopio del Crepúsculo
Украшения;Oriath;Сумеречное интерьерный стул;Twilight Indoor Chair;暮光室內椅;暮光室内座椅;황혼 실내 의자;黄昏の屋内用椅子;Cadeira Interna do Crepúsculo;Twilight Indoor Chair;Chaise d'intérieur du crépuscule;Zwielicht-Hallenstuhl;Silla de interior del Crepúsculo
Украшения;Oriath;Сумеречное стул для веранды;Twilight Outdoor Chair;暮光室外椅;暮光户外座椅;황혼 실외 의자;黄昏の屋外用椅子;Cadeira Externa do Crepúsculo;Twilight Outdoor Chair;Chaise d'extérieur du crépuscule;Zwielicht-Außenstuhl;Silla de exterior del Crepúsculo
Украшения;Oriath;Сумеречный банкетный стол;Twilight Banquet Table;暮光宴會桌;暮光宴席桌;황혼 연회 탁자;黄昏のバンケットテーブル;Mesa de Banquete do Crepúsculo;Twilight Banquet Table;Table de banquet du crépuscule;Zwielicht-Festtagstisch;Mesa de banquete del Crepúsculo
Украшения;Oriath;Сумеречная скамья;Twilight Bench;暮光長椅;暮光长椅;황혼 긴 의자;黄昏のベンチ;Banco do Crepúsculo;Twilight Bench;Banc du crépuscule;Zwielicht-Bank;Banco del Crepúsculo
Украшения;Oriath;Сумеречный ковёр;Twilight Carpet;暮光地毯;暮光地毯;황혼 양탄자;黄昏のカーペット;Tapete do Crepúsculo;Twilight Carpet;Tapis du crépuscule;Zwielicht-Teppich;Alfombra del Crepúsculo
Украшения;Oriath;Сумеречный контейнер;Twilight Container;暮光容器;暮光容器;황혼 용기;黄昏の容器;Armazenador do Crepúsculo;Twilight Container;Conteneur du crépuscule;Zwielicht-Container;Contenedor del Crepúsculo
Украшения;Oriath;Сумеречные припасы;Twilight Stockpile;暮光堆積物;暮光储物堆;황혼 전리품;黄昏の備蓄品;Estoque do Crepúsculo;Twilight Stockpile;Réserves du crépuscule;Zwielicht-Vorrat;Reservas del Crepúsculo
Украшения;Oriath;Сумеречный стол;Twilight Table;暮光桌子;暮光桌子;황혼 탁자;黄昏の机;Mesa do Crepúsculo;Twilight Table;Table du crépuscule;Zwielicht-Tisch;Mesa del Crepúsculo
Украшения;Oriath;Шезлонг;Lounger;裝飾物：躺椅;躺椅;안락 의자;ラウンジャー;Espreguiçadeira;Lounger;Chaise longue;Liege;Tumbona
Украшения;Oriath;Мраморная скамья;Marble Bench;裝飾物：大理石長凳;大理石长椅;대리석 긴 의자;大理石のベンチ;Banco de Mármore;Marble Bench;Banc en marbre;Marmorbank;Banco de mármol
Украшения;Oriath;Мраморный фонтан;Marble Fountain;裝飾物：大理石噴泉;大理石喷泉;대리석 분수;大理石の噴水;Fonte de Mármore;Marble Fountain;Fontaine en marbre;Marmorbrunnen;Fuente de mármol
Украшения;Oriath;Мраморная колонна;Marble Pillar;裝飾物：大理石柱;大理石支柱;대리석 기둥;大理石の柱;Pilar de Mármore;Marble Pillar;Pilier en marbre;Marmorsäule;Pilar de mármol
Украшения;Oriath;Мраморный шпиль;Marble Spire;裝飾物：大理石尖塔;大理石尖塔;대리석 첨탑;大理石の尖塔;Torre de Mármore;Marble Spire;Flèche en marbre;Marmorturm;Columna de mármol
Украшения;Oriath;Мраморный стол;Marble Table;裝飾物：大理石桌;大理石桌子;대리석 탁자;大理石の机;Mesa de Mármore;Marble Table;Table en marbre;Marmortisch;Mesa de mármol
Украшения;Oriath;Мраморные стены;Marble Walls;裝飾物：大理石牆;大理石墙壁;대리석 벽;大理石の壁;Paredes de Mármore;Marble Walls;Murs en marbre;Marmorwände;Muros de mármol
Украшения;Oriath;Украшенное газебо;Ornate Gazebo;裝飾物：華麗涼亭;华丽露台;화려한 정자;華美なガゼボ;Coreto Ornado;Ornate Gazebo;Kiosque orné;Verzierter Pavillon;Glorieta ornamentada
Украшения;Oriath;Украшенная статуя;Ornate Statue;裝飾物：華麗雕像;华丽雕像;화려한 조각상;華美な像;Estátua Ornada;Ornate Statue;Statue ornée;Verzierte Statue;Estatua ornamentada
Украшения;Oriath;Жаровня с вершины;Summit Brazier;裝飾物：頂峰火盆;险峰火盆;꼭대기 화로;山頂の火鉢;Braseiro Alto;Summit Brazier;Brasero du sommet;Gipfelschale;Brasero de cima
Украшения;Oriath;Кадка с вершины;Summit Planter;裝飾物：頂峰植栽;险峰花盆;꼭대기 화분;山頂のプランター;Floreira Alta;Summit Planter;Jardinière du sommet;Gipfelkübel;Maceta de cima
Украшения;Oriath;Кадка для дерева;Tree Planter;裝飾物：樹植栽;树木花盆;나무 화분;木のプランター;Plantador de Árvores;Tree Planter;Planteuse d'arbres;Baumkübel;Maceta para árbol
